Source,Target,Directed,Weight,Type,Year
Alice McDermott,Ann Patchett,,1,Directed,
Alice McDermott,John Yount,,1,Directed,
Alice McDermott,Joseph Freda,,1,Directed,
Alice McDermott,Kermit Moyer,,1,Directed,
Alice McDermott,Lily Tuck,,1,Directed,
Alice McDermott,Porochista Khakpour,,1,Directed,
Alice McDermott,Stewart O'Nan,,1,Directed,
Alice McDermott,Tony Earley,,1,Directed,
Alice McDermott,Ursula Hegi,,1,Directed,
Alice Munro,Alistair Macleod,,1,Directed,
Alice Munro,Amy Hempel,,1,Directed,
Alice Munro,Barbara Gowdy,,1,Directed,
Alice Munro,Bonnie Burnard,,1,Directed,
Alice Munro,Carol Shields,,1,Directed,
Alice Munro,Charles Baxter,,1,Directed,
Alice Munro,Clark Blaise,,1,Directed,
Alice Munro,Cynthia Ozick,,1,Directed,
Alice Munro,Deborah Eisenberg,,1,Directed,
Alice Munro,Deirdre McNamer,,1,Directed,
Alice Munro,Elizabeth Strout,,1,Directed,
Alice Munro,Graeme Gibson,,1,Directed,
Alice Munro,Irini Spanidou,,1,Directed,
Alice Munro,Isabel Huggan,,1,Directed,
Alice Munro,Joan Barfoot,,1,Directed,
Alice Munro,Madeleine Thien,,1,Directed,
Alice Munro,Mary Gaitskill,,1,Directed,
Alice Munro,Mary Swan,,1,Directed,
Alice Munro,Mona Simpson,,1,Directed,
Alice Munro,Norman Rush,,1,Directed,
Alice Munro,Phillip Lopate,,1,Directed,
Alice Munro,Roxana Robinson,,1,Directed,
Alice Munro,Susan Minot,Monkeys,1,Directed,
Alice O'Keeffe,Marian Keyes,,1,Directed,
Alice Pung,Madeleine Thien,,1,Directed,
Alice Pung,Xu Xi,,1,Directed,
Alice Randall,Kathleen Grissom,,1,Directed,
Alice Randall,Mat Johnson,,1,Directed,
Alice Sebold,Aimee Bender,,1,Directed,
Alice Sebold,Benjamin Weissman,,1,Directed,
Alice Sebold,Bret Anthony Johnston,,1,Directed,
Alice Sebold,Brian Morton,,1,Directed,
Alice Sebold,Colm Toibin,,1,Directed,
Alice Sebold,Edward St. Aubyn,,1,Directed,
Alice Sebold,Elizabeth McCracken,,1,Directed,
Alice Sebold,Jill Ciment,,1,Directed,
Alice Sebold,Karen Joy Fowler,,1,Directed,
Alice Sebold,Kelly Link,,1,Directed,
Alice Sebold,Kevin Powers,,1,Directed,
Alice Sebold,Lucia Nevai,,1,Directed,
Alice Sebold,Maud Casey,,1,Directed,
Alice Sebold,Michelle Latiolais,,1,Directed,
Alice Sebold,Robin Black,,1,Directed,
Alice Sebold,Ruth Ozeki,,1,Directed,
Alice Sebold,Sara Levine,,1,Directed,
Alice Sebold,Sigrid Nunez,,1,Directed,
Alice Sebold,Wilton Barnhardt,,1,Directed,
Alice Sola Kim,Gabe Hudson,,1,Directed,
Alice Walker,Ama Ata Aidoo,,1,Directed,
Alice Walker,Amy Tan,,1,Directed,
Alice Walker,Anais Nin,,1,Directed,
Alice Walker,Ann Weisgarber,,1,Directed,
Alice Walker,Bessie Head,,1,Directed,
Alice Walker,Brandon W. Jones,,1,Directed,
Alice Walker,Daniel Black,,1,Directed,
Alice Walker,Demetria Martinez,,1,Directed,
Alice Walker,Doris Grumbach,,1,Directed,
Alice Walker,Ernest J. Gaines,,1,Directed,
Alice Walker,Fanny Howe,,1,Directed,
Alice Walker,J. California Cooper,,1,Directed,
Alice Walker,Kathleen Grissom,,1,Directed,
Alice Walker,Keri Hulme,,1,Directed,
Alice Walker,Kiana Davenport,,1,Directed,
Alice Walker,Marita Golden,,1,Directed,
Alice Walker,Nella Larsen,,1,Directed,
Alice Walker,Rachel M. Harper,,1,Directed,
Alice Walker,Sherley Anne Williams,,1,Directed,
Alice Walker,Susan Fromberg Schaeffer,,1,Directed,
Alice Walker,Thrity Umrigar,,1,Directed,
Alice Walker,Viet Thanh Nguyen,,1,Directed,
Alice Waters,Carol Field,,1,Directed,
Alicia Erian,Lauren Holmes,,1,Directed,
Alicia Gaspar de Alba,Richard Yanez,,1,Directed,
Alicia Ostriker,Valerie Trueblood,,1,Directed,
Aliette de Bodard,Cassandra Khaw,,1,Directed,
Aliette de Bodard,Jeannette Ng,,1,Directed,
Aliette de Bodard,Lavie Tidhar,,1,Directed,
Aline Brosh McKenna,Allison Pearson,,1,Directed,
Alisa Kwitney,Louisa Luna,,1,Directed,
Alisa Valdes-Rodriguez,Christopher Castellani,,1,Directed,
Alisa Valdes-Rodriguez,Irete Lazo,,1,Directed,
Alison Anderson,Clancy Carlile,,1,Directed,
Alison Atlee,Suzanne Rindell,,1,Directed,
Alison Bechdel,Eileen Myles,,1,Directed,
Alison Bechdel,Leslie Feinberg,,1,Directed,
Alison Buckholtz,Siobhan Fallon,,1,Directed,
Alison Espach,Shelly Oria,,1,Directed,
Alison Leslie Gold,Jenna Blum,,1,Directed,
Alison Lurie,Alice Adams,,1,Directed,
Alison Lurie,Allison Amend,,1,Directed,
Alison Lurie,Anita Desai,,1,Directed,
Alison Lurie,Antonia Fraser,,1,Directed,
Alison Lurie,Beth Lordan,,1,Directed,
Alison Lurie,Brent Benoit,,1,Directed,
Alison Lurie,Carolyn See,,1,Directed,
Alison Lurie,Catherine Chung,,1,Directed,
Alison Lurie,Dan McCall,,1,Directed,
Alison Lurie,Diane Johnson,,1,Directed,
Alison Lurie,Edward Hardy,,1,Directed,
Alison Lurie,Eli Gottlieb,,1,Directed,
Alison Lurie,Fanny Howe,,1,Directed,
Alison Lurie,Francis King,,1,Directed,
Alison Lurie,Holiday Reinhorn,,1,Directed,
Alison Lurie,Jeanne Mackin,,1,Directed,
Alison Lurie,Jennifer Gilmore,,1,Directed,
Alison Lurie,Jennifer Solow,,1,Directed,
Alison Lurie,Julie Schumacher,,1,Directed,
Alison Lurie,Kazuo Ishiguro,,1,Directed,
Alison Lurie,Kelly Cherry,,1,Directed,
Alison Lurie,Lamar Herrin,,1,Directed,
Alison Lurie,Lorrie Moore,,1,Directed,
Alison Lurie,Lucia Nevai,,1,Directed,
Alison Lurie,Mary Gordon,,1,Directed,
Alison Lurie,Micah Perks,,1,Directed,
Alison Lurie,Michael Frayn,,1,Directed,
Alison Lurie,Monroe Engel,,1,Directed,
Alison Lurie,Nina Revoyr,,1,Directed,
Alison Lurie,Rick DeMarinis,,1,Directed,
Alison Lurie,Shelby Hearon,,1,Directed,
Alison Lurie,Thaddeus Rutkowski,,1,Directed,
Alison Lurie,William J. Cobb,,1,Directed,
Alison Lurie,William Kennedy,,1,Directed,
Alison MacLeod,Eliza Robertson,Demi-Gods,1,Directed,
Alison McGhee,Jeanne Ray,,1,Directed,
Alison McGhee,Laurie Foos,,1,Directed,
Alison Pace,Caprice Crane,,1,Directed,
Alison Pace,Stacey Ballis,,1,Directed,
Alison Smith,Allison Amend,,1,Directed,
Alison Smith,Dalia Sofer,,1,Directed,
Alison Smith,Daphne Beal,,1,Directed,
Alison Smith,Dawn Tripp,,1,Directed,
Alison Smith,Dori Ostermiller,,1,Directed,
Alison Smith,Kiara Brinkman,,1,Directed,
Alison Smith,Kim Wright,,1,Directed,
Alison Smith,Michael Sledge,,1,Directed,
Alison Smith,Stephanie Grant,,1,Directed,
Alison Strobel,T.L. Hines,,1,Directed,
Alison Weir,Michelle Moran,,1,Directed,
Alison Weir,Sandra Gulland,,1,Directed,
Alissa Nutting,Adrienne Celt,,1,Directed,
Alissa Nutting,Amelia Gray,,1,Directed,
Alissa Nutting,Blake Butler,,1,Directed,
Alissa Nutting,Bryan Hurt,,1,Directed,
Alissa Nutting,Carmen Maria Machado,Her Body and Other Parties,1,Directed,
Alissa Nutting,Colin Winnette,,1,Directed,
Alissa Nutting,Dan Chaon,,1,Directed,
Alissa Nutting,Eleanor Kriseman,The Blurry Years,1,Directed,
Alissa Nutting,Justin Taylor,,1,Directed,
Alissa Nutting,Lexi Freiman,Inappropriation,1,Directed,
Alissa Nutting,Lindsay Hunter,,1,Directed,
Alissa Nutting,Melissa Broder,The Pisces,1,Directed,
Alissa Nutting,Paula Bomer,,1,Directed,
Alissa Nutting,Shane Jones,,1,Directed,
Alistair McCartney,Paul Russell,,1,Directed,
Alistair Reid,Julio Cortazar,,1,Directed,
Alix Kates Shulman,Angela Carter,,1,Directed,
Alix Kates Shulman,Marge Piercy,,1,Directed,
Alix Kates Shulman,Mimi Albert,,1,Directed,
Alix Kates Shulman,Sandra Scoppettone,,1,Directed,
Alix Kates Shulman,Shelby Hearon,,1,Directed,
Alix Ohlin,Dean Bakopoulos,,1,Directed,
Alix Ohlin,Eleanor Kriseman,The Blurry Years,1,Directed,
Alix Ohlin,Kevin Wilson,,1,Directed,
Allan Folsom,Andrew Klavan,,1,Directed,
Allan Folsom,David Callahan,,1,Directed,
Allan Gurganus,Moira Crone,,1,Directed,
Allan Gurganus,Reynolds Price,,1,Directed,
Allan Guthrie,Duane Swierczynski,,1,Directed,
Allan Guthrie,Seth Harwood,,1,Directed,
Allan Seager,William Price Fox,,1,Directed,
Allegra Goodman,Isaac B. Singer,,1,Directed,
Allegra Hyde,Chaya Bhuvaneswar,White Dancing Elephants,1,Directed,
Allegra Hyde,Nafissa Thompson-Spires,,1,Directed,
Allegra Jordan,Allison Pataki,,1,Directed,
Allen Drury,Michael Heim,,1,Directed,
Allen Drury,Robert Moss,,1,Directed,
Allen Drury,Robert Stuart Nathan,,1,Directed,
Allen Drury,Ruth Beebe Hill,,1,Directed,
Allen Ginsberg,Hubert Selby,,1,Directed,
Allen Ginsberg,Jack Kerouac,,1,Directed,
Allen Ginsberg,Nicola Griffith,,1,Directed,
Allen Steele,James Gunn,,1,Directed,
Allen Steele,Robert J. Sawyer,,1,Directed,
Allen Tate,Shohei Ooka,,1,Directed,
Allen Wier,David Borofka,,1,Directed,
Allen Wier,David Madden,,1,Directed,
Allen Wier,Helen Norris,,1,Directed,
Allen Wier,Janet Peery,,1,Directed,
Allen Wier,Tracy Daugherty,,1,Directed,
Allen Wier,William Hoffman,,1,Directed,
Allison Amend,Jessica Anya Blau,,1,Directed,
Allison Brennan,Rick Mofina,,1,Directed,
Allison Lynn,Ellen Greenfield,,1,Directed,
Allison Lynn,Jacob M. Appel,,1,Directed,
Allison Pataki,Melanie Benjamin,,1,Directed,
Allison Pataki,Michelle Moran,,1,Directed,
Allison Pataki,Sarah McCoy,,1,Directed,
Allison Pataki,Therese Anne Fowler,,1,Directed,
Allison Pearson,Amanda Craig,,1,Directed,
Allison Pearson,Howard Jacobson,,1,Directed,
Allison Pearson,Maggie Shipstead,,1,Directed,
Allison Winn Scotch,Claire Cook,,1,Directed,
Allison Winn Scotch,Diana Spechler,,1,Directed,
Allison Winn Scotch,Jennifer Close,,1,Directed,
Allison Winn Scotch,Meg Waite Clayton,,1,Directed,
Allison Winn Scotch,Sarah Jio,,1,Directed,
Allison Winn Scotch,Sarah Pekkanen,,1,Directed,
Alton Brown,Steven Sherrill,,1,Directed,
Alton Gansky,T.L. Hines,,1,Directed,
Alvaro Mutis,Francisco Goldman,,1,Directed,
Alvin F. Poussaint,Erroll J. Bailey,,1,Directed,
Alyce Miller,Anthony Grooms,,1,Directed,
Alyson Hagy,Caleb Johnson,Treeborne,1,Directed,
Alyson Hagy,Jacob M. Appel,,1,Directed,
Alyson Hagy,Peter Geye,,1,Directed,
Alyson Hagy,Shann Ray,,1,Directed,
Alyson Richman,Erika Robuck,,1,Directed,
Alyson Richman,Randy Susan Meyers,,1,Directed,
Alyssa Wong,Cassandra Khaw,,1,Directed,
Amanda Coplin,Katy Simpson Smith,,1,Directed,
Amanda Coplin,Sophie McManus,,1,Directed,
Amanda Davis,Amy Fusselman,,1,Directed,
Amanda Eyre Ward,Brian Malloy,,1,Directed,
Amanda Eyre Ward,Ellen Sussman,,1,Directed,
Amanda Eyre Ward,Gayle Brandeis,,1,Directed,
Amanda Eyre Ward,Heidi Pitlor,,1,Directed,
Amanda Eyre Ward,Jami Attenberg,,1,Directed,
Amanda Eyre Ward,Jenna Blum,,1,Directed,
Amanda Eyre Ward,May Cobb,,1,Directed,
Amanda Eyre Ward,Meg Waite Clayton,,1,Directed,
Amanda Eyre Ward,Michelle Richmond,,1,Directed,
Amanda Eyre Ward,Mira Jacob,,1,Directed,
Amanda Eyre Ward,Owen Egerton,,1,Directed,
Amanda Eyre Ward,Rebecca Kauffman,,1,Directed,
Amanda Filipacchi,Arthur Nersesian,,1,Directed,
Amanda Foreman,Francine du Plessix Gray,,1,Directed,
Amanda Foreman,Lea Carpenter,,1,Directed,
Amanda Foreman ,A.D. Miller,,1,Directed,
Amanda Hodgkinson,Sarah McCoy,,1,Directed,
Amanda Quick,Connie Willis,,1,Directed,
Amanda Scott,Roberta Gellis,,1,Directed,
Amber Benson,Charlie Jane Anders,,1,Directed,
Amber Dermont,Kirstin Chen,,1,Directed,
Amber Dermont,Mario Alberto Zambrano,,1,Directed,
Amber Dermont,Michelle Wildgen,,1,Directed,
Amber Dermont,Sabrina Orah Mark,,1,Directed,
Amber Dermont,Stuart Nadler,,1,Directed,
Amber Dermont,Teddy Wayne,,1,Directed,
Amber Sparks,Jen Michalski,,1,Directed,
Amber Sparks,Michael J. Seidlinger,,1,Directed,
Amber Sparks,Ravi Mangla,,1,Directed,
Amber Sparks,Timmy Reed,,1,Directed,
Amber Tamblyn,Elizabeth Crane,,1,Directed,
Amelia Gray,Amber Sparks,,1,Directed,
Amelia Gray,Bryan Washington,,1,Directed,
Amelia Gray,Cameron Pierce,,1,Directed,
Amelia Gray,Catherine Lacey,,1,Directed,
Amelia Gray,Chaya Bhuvaneswar,White Dancing Elephants,1,Directed,
Amelia Gray,Han Kang,,1,Directed,
Amelia Gray,Jac Jemc,,1,Directed,
Amelia Gray,Kevin Sampsell,,1,Directed,
Amelia Gray,Lindsay Hunter,,1,Directed,
Amelia Gray,Maryse Meijer,,1,Directed,
Amelia Gray,Matt Bell,,1,Directed,
Amelia Gray,Melissa Broder,The Pisces,1,Directed,
Amelia Gray,Noy Holland,,1,Directed,
Amelia Gray,Owen Egerton,,1,Directed,
Amelia Gray,Rachel B. Glaser,,1,Directed,
Ami McKay,Andrew Pyper,,1,Directed,
Ami McKay,Lauren B. Davis,,1,Directed,
Ami Simms,Jennifer Chiaverini,,1,Directed,
Amina Gautier,Theodore Wheeler,,1,Directed,
Aminatta Forna,Kamila Shamsie,,1,Directed,
Aminatta Forna,Laila Lalami,,1,Directed,
Aminatta Forna,NoViolet Bulawayo,,1,Directed,
Amiri Baraka,Arthur Flowers,,1,Directed,
Amiri Baraka,Nathan C. Heard,,1,Directed,
Amit Chaudhuri,Mark Slouka,,1,Directed,
Amita Trasi,Leah Franqui,America for Beginners,1,Directed,
Amitav Ghosh,Chitra Divakaruni,,1,Directed,
Amitav Ghosh,Kanishk Tharoor,,1,Directed,
Amitav Ghosh,Neel Mukherjee,,1,Directed,
Amitav Ghosh,Rahul Bhattacharya,,1,Directed,
Amitav Ghosh,Shyam Selvadurai,,1,Directed,
Amitav Ghosh,Uzodinma Iweala,,1,Directed,
Amity Gaige,Marisa Silver,,1,Directed,
Amity Gaige,Thomas Pierce,,1,Directed,
Ammiel Alcalay,Laird Hunt,,1,Directed,
Amos Elon,Hugh Nissenson,,1,Directed,
Amos Oz,Eshkol Nevo,,1,Directed,
Amos Oz,Etgar Keret,,1,Directed,
Amos Oz,Jay Parini,,1,Directed,
Amos Oz,Yehoshua Kenaz,,1,Directed,
Amy Belding Brown,Erika Robuck,,1,Directed,
Amy Bloom,Alain de Botton,,1,Directed,
Amy Bloom,Alice Hoffman,,1,Directed,
Amy Bloom,Alice Mattison,,1,Directed,
Amy Bloom,Brad Kessler,,1,Directed,
Amy Bloom,Colum McCann,,1,Directed,
Amy Bloom,Dani Shapiro,,1,Directed,
Amy Bloom,Elizabeth Berg,,1,Directed,
Amy Bloom,Elizabeth McCracken,,1,Directed,
Amy Bloom,James Magruder,,1,Directed,
Amy Bloom,Joan Silber,,1,Directed,
Amy Bloom,Julia Fierro,,1,Directed,
Amy Bloom,Karen Thompson Walker,,1,Directed,
Amy Bloom,Kate Walbert,,1,Directed,
Amy Bloom,Lee Martin,,1,Directed,
Amy Bloom,Malcolm Brooks,,1,Directed,
Amy Bloom,Melissa Bank,,1,Directed,
Amy Bloom,Michelle Huneven,,1,Directed,
Amy Bloom,Pam Houston,,1,Directed,
Amy Bloom,Porochista Khakpour,,1,Directed,
Amy Bloom,Rachel Cusk,,1,Directed,
Amy Bloom,Richard McCann,,1,Directed,
Amy Bloom,Robin Black,,1,Directed,
Amy Bloom,Ron Carlson,,1,Directed,
Amy Bloom,Rosina Lippi,,1,Directed,
Amy Bloom,Sally Franson,,1,Directed,
Amy Bloom,Stewart O'Nan,,1,Directed,
Amy Bloom,T Cooper,,1,Directed,
Amy Bloom,Tayari Jones,,1,Directed,
Amy Bloom,Thom Jones,(I),1,Directed,
Amy Bloom,Victor LaValle,,1,Directed,
Amy Bloom,Yiyun Li,,1,Directed,
Amy Clampitt,John Calvin Batchelor,,1,Directed,
Amy Clampitt,Lynda Sexson,,1,Directed,
Amy Ephron,Dora Levy Mossanen,,1,Directed,
Amy Fusselman,Laird Hunt,,1,Directed,
Amy Fusselman,Tao Lin,,1,Directed,
Amy Gentry,May Cobb,,1,Directed,
Amy Gerstler,Jim Krusoe,,1,Directed,
Amy Greene,J. Courtney Sullivan,,1,Directed,
Amy Greene,Julia Franks,,1,Directed,
Amy Greene,Laura McHugh,,1,Directed,
Amy Greene,Steve Yarbrough,,1,Directed,
Amy Greene,Tara Conklin,,1,Directed,
Amy Hatvany,Randy Susan Meyers,,1,Directed,
Amy Hempel,Bret Anthony Johnston,,1,Directed,
Amy Hempel,Christopher Coe,,1,Directed,
Amy Hempel,Diane Williams,,1,Directed,
Amy Hempel,Elissa Schappell,,1,Directed,
Amy Hempel,Elliot Reed,,1,Directed,
Amy Hempel,Erin McGraw,,1,Directed,
Amy Hempel,Fiona Maazel,,1,Directed,
Amy Hempel,Gary Lutz,,1,Directed,
Amy Hempel,Helen Phillips,,1,Directed,
Amy Hempel,James Franco,,1,Directed,
Amy Hempel,Jill McCorkle,,1,Directed,
Amy Hempel,Jim Shepard,,1,Directed,
Amy Hempel,Joy Williams,,1,Directed,
Amy Hempel,Katie Arnold-Ratliff,,1,Directed,
Amy Hempel,Lily Tuck,,1,Directed,
Amy Hempel,Lynn Freed,,1,Directed,
Amy Hempel,Mary Robison,,1,Directed,
Amy Hempel,Miranda July,,1,Directed,
Amy Hempel,Mitchell S. Jackson,,1,Directed,
Amy Hempel,Monica Ali,,1,Directed,
Amy Hempel,Nick Flynn,,1,Directed,
Amy Hempel,Patricia Volk,,1,Directed,
Amy Hempel,Rick Bass,,1,Directed,
Amy Hempel,Sheila Kohler,,1,Directed,
Amy Hempel,Stuart Dybek,,1,Directed,
Amy Hempel,Terese Svoboda,,1,Directed,
Amy Hempel,Weike Wang,,1,Directed,
Amy Ling,Aimee Liu,,1,Directed,
Amy Ling,Chuang Hua,,1,Directed,
Amy Liptrot,Benjamin Myers,,1,Directed,
Amy MacKinnon,Laura Kasischke,,1,Directed,
Amy Poeppel,Nancy Pearl,,1,Directed,
Amy Scheibe,Gwendolen Gross,,1,Directed,
Amy Sedaris,Dana Adam Shapiro,,1,Directed,
Amy Shearn,Amy Poeppel,,1,Directed,
Amy Sohn,Ben Greenman,,1,Directed,
Amy Sohn,Louisa Luna,,1,Directed,
Amy Stewart,Rosalie Knecht,,1,Directed,
Amy Sue Nathan,Holly Robinson,,1,Directed,
Amy Tan,A. Manette Ansay,,1,Directed,
Amy Tan,Aleksandar Hemon,,1,Directed,
Amy Tan,Alice Hoffman,,1,Directed,
Amy Tan,Alice Pung,,1,Directed,
Amy Tan,Andrea Barrett,,1,Directed,
Amy Tan,Andrew Sean Greer,,1,Directed,
Amy Tan,Ann Goethe,,1,Directed,
Amy Tan,Anne Lamott,,1,Directed,
Amy Tan,Armistead Maupin,,1,Directed,
Amy Tan,Ayelet Waldman,,1,Directed,
Amy Tan,Chitra Divakaruni,,1,Directed,
Amy Tan,Connie May Fowler,,1,Directed,
Amy Tan,Elizabeth Dewberry,,1,Directed,
Amy Tan,Gish Jen,,1,Directed,
Amy Tan,Ha Jin,,1,Directed,
Amy Tan,Heidi Julavits,,1,Directed,
Amy Tan,Indrani Aikath-Gyaltsen,,1,Directed,
Amy Tan,Jhumpa Lahiri,,1,Directed,
Amy Tan,Kazuo Ishiguro,,1,Directed,
Amy Tan,Lisa See,,1,Directed,
Amy Tan,Louis B. Jones,,1,Directed,
Amy Tan,Manil Suri,,1,Directed,
Amy Tan,Mo Yan,,1,Directed,
Amy Tan,Molly Giles,,1,Directed,
Amy Tan,Oakley Hall,,1,Directed,
Amy Tan,Oscar Hijuelos,,1,Directed,
Amy Tan,Rabih Alameddine,,1,Directed,
Amy Tan,Sheila Kohler,,1,Directed,
Amy Tan,Steven C. Lo,,1,Directed,
Amy Tan,Susan Power,,1,Directed,
Amy Tan,Susanne Pari,,1,Directed,
Amy Tan,Terry McMillan,,1,Directed,
Amy Tan,Vendela Vida,,1,Directed,
Amy Temple Harper,Luisa Valenzuela,,1,Directed,
Ana Castillo,Angela Jackson,,1,Directed,
Ana Castillo,Elena Poniatowska,,1,Directed,
Ana Castillo,Felicia Luna Lemus,,1,Directed,
Ana Castillo,Helena Viramontes,,1,Directed,
Ana Castillo,Junot Diaz,,1,Directed,
Ana Castillo,Lori Marie Carlson,,1,Directed,
Ana Castillo,Mayra Montero,,1,Directed,
Ana Castillo,Montserrat Fontes,,1,Directed,
Ana Castillo,Percival Everett,,1,Directed,
Ana Castillo,Sandra Jackson-Opoku,,1,Directed,
Ana Castillo,Soledad Santiago,,1,Directed,
Ana Castillo,YZ Chin,Though I Get Home,1,Directed,
Ana Louise Bardach,Thomas Baum,,1,Directed,
Ana Menendez,Alan Cheuse,,1,Directed,
Ana Menendez,Matthew Pitt,,1,Directed,
Ana Menendez,Melissa Pritchard,,1,Directed,
Ana Veciana Suarez,Sandra Benitez,,1,Directed,
Anais Nin,Jerzy Kosinski,The Painted Bird,1,Directed,
Anais Nin,Marguerite Young,,1,Directed,
Anais Nin,Marianne Hauser,,1,Directed,
Anais Nin,Paul Griffith,,1,Directed,
Anatole Broyard,Max Apple,,1,Directed,
Anchee Minn,James McManus,,1,Directed,
Ander Monson,Caren Beilin,,1,Directed,
Anderson Ferrell,Dick Scanlan,,1,Directed,
Andre Aciman,Evan Fallenberg,,1,Directed,
Andre Aciman,Francesca Segal,,1,Directed,
Andre Aciman,John Boyne,,1,Directed,
Andre Aciman,Lara Vapnyar,,1,Directed,
Andre Aciman,Nicole Krauss,,1,Directed,
Andre Brink,Damon Galgut,,1,Directed,
Andre Brink,Lauren Beukes,,1,Directed,
Andre Brink,Sindiwe Magona,,1,Directed,
Andre Dubus,Christopher Tilghman,,1,Directed,
Andre Dubus,David Huddle,,1,Directed,
Andre Dubus,Dennis Lehane,,1,Directed,
Andre Dubus,Don Hendrie Jr.,,1,Directed,
Andre Dubus,Elizabeth Berg,,1,Directed,
Andre Dubus,Gina Berriault,,1,Directed,
Andre Dubus,James Agee,,1,Directed,
Andre Dubus,John Yount,,1,Directed,
Andre Dubus,Kelly Cherry,,1,Directed,
Andre Dubus,Laurie Hendrie,,1,Directed,
Andre Dubus,Mark Slouka,,1,Directed,
Andre Dubus,Melanie Rae Thon,,1,Directed,
Andre Dubus,Peter Orner,,1,Directed,
Andre Dubus,Susan Dodd,,1,Directed,
Andre Dubus III,Andre Dubus,,1,Directed,
Andre Dubus III,Ann Hood,,1,Directed,
Andre Dubus III,Breece D'J Pancake,,1,Directed,
Andre Dubus III,Bret Anthony Johnston,,1,Directed,
Andre Dubus III,David Jauss,,1,Directed,
Andre Dubus III,Diana Abu-Jaber,,1,Directed,
Andre Dubus III,Emily Raboteau,,1,Directed,
Andre Dubus III,Erika Carter,Lucky You,1,Directed,
Andre Dubus III,Laila Halaby,,1,Directed,
Andre Dubus III,Monica Wood,,1,Directed,
Andre Dubus III,Nahid Rachlin,,1,Directed,
Andre Dubus III,Patricia Henley,,1,Directed,
Andre Dubus III,Sarah Blake,,1,Directed,
Andre Dubus III,Steve Yarbrough,,1,Directed,
Andre Gregory,Joan Wickersham,,1,Directed,
Andrea Barrett,Aaron Thier,,1,Directed,
Andrea Barrett,Alice Elliott Dark,,1,Directed,
Andrea Barrett,Alice Fulton,,1,Directed,
Andrea Barrett,Alistair Macleod,,1,Directed,
Andrea Barrett,Amitav Ghosh,,1,Directed,
Andrea Barrett,Anthony Doerr,,1,Directed,
Andrea Barrett,Antonya Nelson,,1,Directed,
Andrea Barrett,Bernard MacLaverty,,1,Directed,
Andrea Barrett,Brian Hall,,1,Directed,
Andrea Barrett,Carolyn See,,1,Directed,
Andrea Barrett,Charles Baxter,,1,Directed,
Andrea Barrett,Claire Messud,,1,Directed,
Andrea Barrett,Douglas Glover,,1,Directed,
Andrea Barrett,Eileen Pollack,,1,Directed,
Andrea Barrett,Elizabeth Gaffney,,1,Directed,
Andrea Barrett,Emily Ruskovich,,1,Directed,
Andrea Barrett,Gabriel Brownstwin,,1,Directed,
Andrea Barrett,Goldie Goldbloom,,1,Directed,
Andrea Barrett,Hanna Pylvainen,,1,Directed,
Andrea Barrett,Heather Abel,,1,Directed,
Andrea Barrett,Heidi Pitlor,,1,Directed,
Andrea Barrett,Ian Bassingthwaighte,,1,Directed,
Andrea Barrett,James Welch,,1,Directed,
Andrea Barrett,Jane Alison,,1,Directed,
Andrea Barrett,Jennifer Vanderbes,,1,Directed,
Andrea Barrett,Jim Shepard,,1,Directed,
Andrea Barrett,Joan Silber,,1,Directed,
Andrea Barrett,Joanna Scott,,1,Directed,
Andrea Barrett,Johanna Skibsrud,,1,Directed,
Andrea Barrett,Justin Cronin,,1,Directed,
Andrea Barrett,Karen E. Bender,,1,Directed,
Andrea Barrett,Karen Joy Fowler,,1,Directed,
Andrea Barrett,Karen McKinnon,,1,Directed,
Andrea Barrett,Kathleen Hill,,1,Directed,
Andrea Barrett,Kathryn Schwille,,1,Directed,
Andrea Barrett,Kevin McIlvoy,,1,Directed,
Andrea Barrett,Kim Edwards,The Secrets of a Fire King,1,Directed,
Andrea Barrett,Lan Samantha Chang,,1,Directed,
