Source,Target,Label,Weight,Type
Uzodinma Iweala,Daniel Alarcon,,1,Directed
Uzodinma Iweala,Dave Eggers,,1,Directed
Valeria Luiselli,Alejandro Zambra,,1,Directed
Vendela Vida,Brit Bennett,Evans,1,Directed
Vendela Vida,Susan Straight,,1,Directed
Victor LaValle,Adam Mansbach,,1,Directed
Victor LaValle,Brian Evenson,,1,Directed
Victor LaValle,Danielle Evans,,1,Directed
Victor LaValle,Danzy Senna,,1,Directed
Victor LaValle,Jess Row,,1,Directed
Victor LaValle,Laura van den Berg,,1,Directed
Victor LaValle,Lesley Nneka Arimah,,1,Directed
Victor LaValle,Mat Johnson,Columbia,1,Directed
Victor LaValle,Paul La Farge,,1,Directed
Victor LaValle,Sara Novic,Columbia,1,Directed
Victor LaValle,Tayari Jones,,1,Directed
Walker Percy,David Shields,,1,Directed
Walker Percy,Ethan Canin,,1,Directed
Walker Percy,Madison Smartt Bell,,1,Directed
Walker Percy,Marilynne Robinson,,1,Directed
Walker Percy,Mona Simpson,,1,Directed
Walker Percy,Padgett Powell,,1,Directed
Walker Percy,Richard Bausch,,1,Directed
Walker Percy,Richard Ford,,1,Directed
Walker Percy,William H. Gass,,1,Directed
Wallace Stegner,David Guterson,,1,Directed
Wallace Stegner,Ernest J. Gaines,,1,Directed
Wallace Stegner,Evan S. Connell,Stanford,1,Directed
Wallace Stegner,Ivan Doig,,1,Directed
Wallace Stegner,James Welch,Stanford,1,Directed
Wallace Stegner,N. Scott Momaday,Stanford,1,Directed
Wallace Stegner,Robert Stone,,1,Directed
Wallace Stegner,Scott Turow,Stanford,1,Directed
Wallace Stegner,William Kittredge,Stanford,1,Directed
Walter Mosley,Chris Abani,,1,Directed
Walter Mosley,Colson Whitehead,,1,Directed
Walter Mosley,Edwidge Danticat,,1,Directed
Walter Mosley,John A. Williams,(I),1,Directed
Walter Mosley,Junot Diaz,,1,Directed
Walter Mosley,Mat Johnson,,1,Directed
Walter Mosley,Octavia E. Butler,,1,Directed
Walter Mosley,Susan Straight,,1,Directed
Warren Ellis,Blake Butler,,1,Directed
Warren Ellis,Cory Doctorow,,1,Directed
Warren Ellis,Jeff VanderMeer,,1,Directed
Warren Ellis,Lauren Beukes,,1,Directed
Wells Tower,Laurent Binet,,1,Directed
Wells Tower,Manuel Gonzales,Columbia,1,Directed
Wells Tower,Patrick deWitt,,1,Directed
Wesley Stace,David Grand,,1,Directed
Wesley Stace,Rene Steinke,,1,Directed
William Gibson,Cory Doctorow,,1,Directed
William Gibson,Douglas Coupland,,1,Directed
William Gibson,Lauren Beukes,,1,Directed
William Gibson,Lev Grossman,,1,Directed
William Gibson,Neil Gaiman,,1,Directed
William Gibson,Samuel R. Delany,,1,Directed
William Gibson,Stephen Wright,,1,Directed
William Gibson,Steve Erickson,,1,Directed
William Gibson,Warren Ellis,,1,Directed
William H. Gass,Donald Barthelme,,1,Directed
William H. Gass,Frederick Exley,Segal,1,Directed
William H. Gass,John Hawkes,,1,Directed
William H. Gass,Joy Williams,,1,Directed
William H. Gass,Lore Segal,,1,Directed
William H. Gass,Robert Coover,,1,Directed
William H. Gass,Stanley Elkin,WUSTL,1,Directed
William H. Gass,T.C. Boyle,,1,Directed
William Kennedy,David Markson,,1,Directed
William Kennedy,Hunter S. Thompson,,1,Directed
William Kennedy,Joseph Heller,,1,Directed
William Kennedy,Larry Brown,,1,Directed
William Kennedy,Russell Banks,,1,Directed
William Kittredge,James Welch,,1,Directed
William Kittredge,Linda Hogan,,1,Directed
William Kittredge,Ron Carlson,,1,Directed
William Kittredge,Thomas McGuane,,1,Directed
William S. Burroughs,Anthony Burgess,,1,Directed
William S. Burroughs,Bradford Morrow,,1,Directed
William S. Burroughs,Clive Barker,,1,Directed
William S. Burroughs,Dennis Cooper,,1,Directed
William S. Burroughs,Gary Indiana,,1,Directed
William S. Burroughs,J.G. Ballard,,1,Directed
William S. Burroughs,Michael Herr,,1,Directed
William S. Burroughs,Richard Price,,1,Directed
William S. Burroughs,Terry Southern,,1,Directed
William Styron,Frank Conroy,,1,Directed
William Styron,Frederick Exley,,1,Directed
William Styron,Leonard Michaels,,1,Directed
William Styron,Pete Dexter,,1,Directed
William Styron,Peter Matthiessen,,1,Directed
William Styron,Richard Yates,,1,Directed
William Styron,Terry Southern,,1,Directed
William T. Vollmann,David Foster Wallace,,1,Directed
Yaa Gyasi,Brit Bennett,,1,Directed
Yann Martel,Douglas Coupland,,1,Directed
Yann Martel,Etgar Keret,,1,Directed
Yiyun Li,Cristina Henriquez,,1,Directed
Yiyun Li,Edith Pearlman,,1,Directed
Yiyun Li,Jonathan Lee,,1,Directed
Yiyun Li,Krys Lee,,1,Directed
Yiyun Li,Madeleine Thien,,1,Directed
Yiyun Li,Peter Orner,Iowa,1,Directed
Yiyun Li,Rabih Alameddine,,1,Directed
Zachary Lazar,Frederick Barthelme,,1,Directed
Zadie Smith,Adrian Tomine,,1,Directed
Zadie Smith,Chris Ware,,1,Directed
Zadie Smith,Clancy Martin,,1,Directed
Zadie Smith,Gary Shteyngart,,1,Directed
Zadie Smith,Geoff Dyer,,1,Directed
Zadie Smith,George Saunders,,1,Directed
Zadie Smith,Hilary Mantel,,1,Directed
Zadie Smith,Hisham Matar,Garrett,1,Directed
Zadie Smith,J.G. Ballard,,1,Directed
Zadie Smith,Yaa Gyasi,,1,Directed
Zadie Smith,ZZ Packer,,1,Directed
ZZ Packer,Daniel Alarcon,,1,Directed
ZZ Packer,Sarah Shun-lien Bynum,Iowa,1,Directed
